"","V1","V2","V3","V4","V5"
"44",-4.06682229945925,-1.00233130461172,2.4384749887259,6.66357903222784,4.7089856725834
"45",-5.18012653469126,0.514846666913766,4.76697881274284,5.96149667940461,2.89450765387292
"46",-2.43707497270511,-1.74682118225826,2.4175285120046,6.89296396935293,2.67449459526153
"47",-5.36131293297988,-1.38953321989857,0.0908286788843096,3.31927850338817,-4.8645857269858
"48",-3.99910134572107,-2.52466208051831,-0.202658856360867,3.34914285673195,-2.70939262720022
"49",-5.10508296261712,-2.94348924830586,0.0414598954369125,1.24376487052104,-1.41220954325982
"50",-4.91847879480018,-2.36422439430451,0.740029056828911,0.19860618749501,-0.704444304835852
"51",-3.49855001120679,-2.89874387186432,1.00001038473352,0.863095534612674,-2.96126930253401
"52",-3.41997550143907,-3.7886582920955,0.894027598014029,5.70668748638917,-6.34248249595566
"53",-4.47732297006535,-0.386913715615071,0.0426299682843794,1.44932906870154,-3.48141928672948
"54",-4.19381831609057,-0.145218060546778,2.02497031163839,1.17459478104874,0.459538537360081
"55",-4.02916147870068,-1.64294859134408,2.40715935520868,0.720799297554762,-1.78653318301816
"56",-0.683954841974148,-3.68166726425752,1.75271244630732,1.61774075546763,-4.3508857504491
"57",-4.18042344729533,-2.8227408699548,1.27009284388955,2.55137393724797,-3.08909779565669
"58",-2.90725433334468,-0.898664822407631,-1.06159899542974,2.00757368023846,-2.49180382435374
"59",-4.23895954043499,-3.58769564627729,1.67119044755779,0.00257798821250699,-1.10698064372242
"60",-6.62784417423608,-2.29528084566289,1.9204689236961,0.306860632957714,-3.25400904514052
"61",-2.0732409546936,-3.81402778395617,0.985471950942904,0.660878894131126,-2.67667501625274
"62",-4.45486363602873,-3.22552689145742,-0.771965658540392,3.41350219779097,-2.76639167061767
"63",-5.79472587997634,-2.76625055451339,0.680888120947731,1.34049379837853,-5.32746585288415
"64",-6.48878158606716,-3.06649670011719,0.70587721059296,1.52252154271737,0.374989274860748
"65",-4.19700104081877,-4.1092620814241,3.32909343732787,0.349232073947165,-2.63090634824885
"66",-1.39098711042463,-3.94940488035597,1.5728364051692,1.27149617795739,-1.68485566048248
"67",-5.7671834229768,-3.55253093901709,0.893752943819638,3.83664788580604,-4.40943027728078
"68",-3.81041460015988,-0.0272785362689505,1.26796814589919,3.99228940585737,-3.53392588944246
"69",1.13030972864539,1.07604053692955,-0.194033093091604,-2.9340240460076,0.887921088197311
"70",2.92498539087218,1.14795864518035,3.03647818489607,-4.81202024518882,1.09437035774394
"71",4.39054159356295,0.827324773855656,0.718866701622424,-3.84569710154319,0.528688579364169
"72",2.04773875394901,-0.314195227507689,0.859021740550392,-1.00184037337566,-1.94277489537287
"73",1.73515184642059,1.57480402563312,1.74765462852027,-2.04652357674946,-1.96469223821026
"74",1.25007603247418,0.381972486477147,1.42223503749736,-1.46583758437141,1.25475181035841
"75",2.30421775178143,1.1301127010675,2.21270219644005,-4.75952944097188,0.647194895381887
"76",4.61682326090093,-0.85536265863405,0.233181821244155,-2.08526743495763,-0.703973700120109
"77",1.74161148735924,-0.746293483171779,0.82266122339222,-2.31281627680667,-0.412972246439846
"78",1.64495264857325,1.38973041009919,-0.625354136268931,-2.80490994688969,-0.600322886929042
"79",0.977670957268866,1.49876600510041,0.0342463800843357,-3.7270071515067,1.37138424394026
"80",2.93523035723838,1.75129422743896,1.99156135036008,-4.36564651512163,0.117570413732116
"81",3.24135893931328,-1.64240030716571,1.83322719284266,-3.37010986955988,0.0134486950113251
"82",2.46933893987091,3.5523993558999,0.2230578850151,-3.03435234774878,-0.397955324022401
"83",1.86960051872848,3.16107798187883,0.23530205093365,-2.61253262713208,0.041380239902824
"84",2.12143680134659,-0.599125553370544,-0.455467872995189,-3.54707701331661,1.69851279024443
"85",1.03758983419216,1.65103475257218,2.48731406955767,-2.53549084526866,0.805710425321785
"86",3.99887360079672,-1.64084609750362,1.36893422585407,-4.45744654050623,-1.22529252149047
"87",3.76592302737616,0.642026093025152,1.68259588283088,-2.19617331079541,-0.481395784972769
"88",-0.400933797904413,1.32682653119174,-0.260471483843138,-1.87545928231254,-1.67029580970887
"89",1.18498310813679,1.21941555192749,0.230956007727295,-2.78125933986386,2.00902835636742
"90",0.962225913296229,0.84457307623262,0.913199431853446,-3.94906877107742,-1.50769604395712
"91",2.42315498453018,0.442232688127159,1.13048644419928,-2.41513784925133,0.808515035042608
"92",2.80505502819182,-0.951389877189882,0.818407311040511,-1.91626479202841,0.27908985465808
"93",1.3464728891428,-0.137151340424043,0.0489842218242089,-1.50909761190636,-0.786736519267073
